Date,TimeBarStart,Ticker,CallPut,Strike,ExpirationDate,OpenTradePrice,HighTradePrice,LowTradePrice,CloseTradePrice,UnderOpenBidPrice,UnderOpenAskPrice,UnderCloseBidPrice,UnderCloseAskPrice,VWAP,Volume,TotalTrades
20200129,09:30,GOOG,P,1210.0000,20200320,2.9500,2.9500,2.9500,2.9500,1459.32,1460.00,1459.32,1460.00,2.9500,1,1
20200129,09:30,GOOG,P,1205.0000,20200320,2.8500,2.8500,2.8500,2.8500,1459.34,1459.99,1459.34,1459.99,2.8500,1,1
20200129,09:30,GOOG,C,2000.0000,20200320,0.2000,0.2000,0.2000,0.2000,1459.32,1460.00,1459.32,1460.00,0.2000,1,1
20200129,09:31,GOOG,C,1450.0000,20200320,55.7500,55.7500,55.7500,55.7500,1455.82,1457.00,1455.82,1457.00,55.7500,1,1
20200129,09:34,GOOG,P,1400.0000,20200320,25.9000,25.9000,25.9000,25.9000,1458.65,1460.03,1458.65,1460.03,25.9000,1,1
20200129,09:34,GOOG,P,1370.0000,20200320,18.2000,18.2000,18.2000,18.2000,1457.61,1458.86,1457.61,1458.86,18.2000,2,1
20200129,09:34,GOOG,P,1380.0000,20200320,20.4000,20.4000,20.4000,20.4000,1458.89,1459.78,1458.89,1459.78,20.4000,1,1
20200129,09:34,GOOG,P,1440.0000,20200320,39.9000,39.9000,39.9000,39.9000,1458.65,1459.89,1458.65,1459.89,39.9000,1,1
20200129,09:34,GOOG,C,1590.0000,20200320,9.5000,9.5000,9.5000,9.5000,1459.36,1460.36,1458.88,1460.36,9.5000,10,4
20200129,09:35,GOOG,P,1400.0000,20200320,25.8300,25.8300,25.8300,25.8300,1460.06,1461.33,1460.06,1461.33,25.8300,2,1
20200129,09:36,GOOG,P,1425.0000,20200320,33.8400,33.8400,33.8400,33.8400,1460.06,1461.21,1460.06,1461.21,33.8400,2,2
20200129,09:36,GOOG,C,1450.0000,20200320,58.1000,58.1000,58.1000,58.1000,1460.06,1461.13,1460.06,1461.13,58.1000,5,1
20200129,09:36,GOOG,C,1560.0000,20200320,15.6000,15.6000,15.6000,15.6000,1462.92,1463.50,1462.92,1463.50,15.6000,1,1
20200129,09:36,GOOG,C,1500.0000,20200320,34.6000,34.6000,34.2300,34.2300,1460.06,1461.14,1461.97,1462.67,34.4150,2,2
20200129,09:40,GOOG,P,1425.0000,20200320,33.0300,33.0300,33.0300,33.0300,1461.30,1462.54,1461.30,1462.54,33.0300,2,1
20200129,09:42,GOOG,P,1410.0000,20200320,27.7000,27.7000,27.7000,27.7000,1461.53,1462.51,1461.53,1462.51,27.7000,2,2
20200129,09:42,GOOG,P,1400.0000,20200320,24.8000,24.8000,24.8000,24.8000,1461.53,1462.45,1461.53,1462.45,24.8000,2,2
20200129,09:42,GOOG,P,1370.0000,20200320,17.3000,17.3000,17.3000,17.3000,1461.54,1462.45,1461.54,1462.45,17.3000,3,1
20200129,09:42,GOOG,P,1440.0000,20200320,38.4000,38.4000,38.4000,38.4000,1461.54,1462.45,1461.54,1462.45,38.4000,1,1
20200129,09:43,GOOG,C,1500.0000,20200320,33.5000,33.5000,33.5000,33.5000,1459.48,1461.06,1459.48,1461.06,33.5000,2,1
20200129,09:43,GOOG,C,1490.0000,20200320,37.8000,37.8000,37.8000,37.8000,1459.48,1461.06,1459.48,1461.06,37.8000,2,1
20200129,09:43,GOOG,C,1480.0000,20200320,42.3000,42.3000,42.3000,42.3000,1459.48,1461.06,1459.48,1461.06,42.3000,2,1
20200129,09:44,GOOG,P,1410.0000,20200320,27.8000,27.8000,27.8000,27.8000,1461.38,1463.21,1461.38,1463.21,27.8000,1,1
20200129,09:44,GOOG,P,1400.0000,20200320,24.8000,24.8000,24.8000,24.8000,1461.38,1463.21,1461.38,1463.21,24.8000,1,1
20200129,09:44,GOOG,P,1370.0000,20200320,17.4000,17.4000,17.4000,17.4000,1461.38,1463.21,1461.38,1463.21,17.4000,1,1
20200129,09:44,GOOG,P,1380.0000,20200320,19.6000,19.6000,19.6000,19.6000,1461.68,1463.22,1461.68,1463.22,19.6000,1,1
20200129,09:44,GOOG,P,1440.0000,20200320,38.5000,38.5000,38.5000,38.5000,1461.38,1463.21,1461.38,1463.21,38.5000,2,1
20200129,09:44,GOOG,P,1390.0000,20200320,22.0000,22.0000,22.0000,22.0000,1461.54,1463.22,1461.68,1463.22,22.0000,2,2
20200129,09:53,GOOG,P,1380.0000,20200320,22.6000,22.6000,22.6000,22.6000,1452.29,1452.97,1452.29,1452.97,22.6000,1,1
20200129,09:53,GOOG,C,1450.0000,20200320,54.3000,54.3000,54.3000,54.3000,1453.46,1454.66,1453.46,1454.66,54.3000,2,2
20200129,09:55,GOOG,P,1425.0000,20200320,36.5500,36.5500,36.5500,36.5500,1453.00,1453.74,1453.00,1453.74,36.5500,1,1
20200129,09:56,GOOG,C,1520.0000,20200320,23.7000,23.7000,23.7000,23.7000,1452.25,1453.60,1452.25,1453.60,23.7000,2,1
20200129,09:58,GOOG,P,1410.0000,20200320,31.3000,31.3000,31.3000,31.3000,1452.31,1452.81,1452.31,1452.81,31.3000,1,1
20200129,10:02,GOOG,P,1450.0000,20200320,48.0000,48.0000,48.0000,48.0000,1450.60,1451.93,1450.60,1451.93,48.0000,2,1
20200129,10:04,GOOG,C,1470.0000,20200320,42.8000,42.8000,42.8000,42.8000,1450.39,1450.97,1450.39,1450.97,42.8000,1,1
20200129,10:04,GOOG,C,1700.0000,20200320,1.3700,1.3700,1.3700,1.3700,1449.35,1450.70,1449.35,1450.70,1.3700,2,1
20200129,10:06,GOOG,C,1460.0000,20200320,47.0000,47.0000,47.0000,47.0000,1448.92,1449.99,1448.92,1449.99,47.0000,2,2
20200129,10:06,GOOG,C,1490.0000,20200320,33.5000,33.5000,33.5000,33.5000,1448.92,1450.17,1448.92,1449.99,33.5000,2,2
20200129,10:10,GOOG,P,1400.0000,20200320,29.3000,29.3000,29.3000,29.3000,1449.90,1450.50,1449.90,1450.50,29.3000,2,2
20200129,10:10,GOOG,C,1640.0000,20200320,3.8000,3.8000,3.8000,3.8000,1449.81,1451.04,1449.81,1451.04,3.8000,1,1
20200129,10:12,GOOG,P,1450.0000,20200320,50.7000,50.8000,50.5000,50.7000,1447.61,1448.06,1447.64,1448.71,50.7182,62,18
20200129,10:12,GOOG,C,1450.0000,20200320,52.0000,52.0000,51.8000,51.9000,1447.61,1448.06,1447.61,1448.06,51.9545,60,13
20200129,10:12,GOOG,C,1570.0000,20200320,11.4000,11.4000,11.4000,11.4000,1448.57,1449.88,1448.57,1449.88,11.4000,2,1
